     570821769.0         .1751755969E-08     .6177633734  -.8817587371   .5979275033    1.1379557581  -.0072761650  1.3307755515    -.7662554650  -.0703516478  -.2805326954     .9906557531   .3068347325 -1.0374096110     .8445566626   .2687648510   .1309766695   -1.4290223165   .1104314079   .7112231776     .4911452265  2.2125021939  1.3884462640   -2.2366934090   .0280192917 -1.1866678074    -.7808484106 -1.2506912226  1.3876538798     .0530888767   .3283832495   .8078929707     .9496062727  -.6577228184 -1.4758378938     .1280476780  -.3871351356 -2.3744480088
     .9790915435E+13     .1021306539E-12    1.9999429652 -1.3297017217  -.8739814119     .0386135050 -1.0021103024   .6231803341    3.1701752612 -2.6641904712  -.2076629953   -1.0817889503   .5175961852  1.0225102349   -2.3261249593   .1371709704 -2.0251371743   -2.9528834379  1.9663504958   .8058173104    1.5903179118 -1.3138764501  -.4321492271     .2851306864  1.0420903563  1.0437375947     .5367009112 -1.9522382617  -.5109110431    -.1129222444  1.2748669982   .1838957711    1.3056117961  1.1239566207   .7953795834   -2.4527734450  2.2000855803  -.4246789770
     .1366520429E+13     .7317525245E-12   -1.4990558562 -1.2384484435   .9170297136    -.0163558659  2.3931305682   .3226195325     .1574608150  1.2751057421  -.2206999312   -1.0075168697 -1.2491482521  -.4364007960     .2053021255  1.9728825366  1.1910379877    3.3101543250 -3.9974271978 -3.7588871370    1.4665099444 -1.2644761826  -.3885447035    1.0168680015   .8161860978   .7845488538   -2.2161167798   .2210060631   .9875010004   -1.5695630846   .6568527495   .1733354082    -.3923993049   .5174181735   .8969479551     .5447125497  -.1030818547  -.4684878836
     .7853976122E+11     .1273188167E-10    1.9065842976  -.8647035037  -.1880149328    1.7737264981   .2638976301   .9362901963    -.8095624397  -.7076899384 -1.1107270204     .2734626879  1.3948180998 -1.3197383367   -1.5346280883  2.1097628201 -1.1044418298    -.3637154351 -2.9705055629  -.7963065587    1.1996488919  -.0411539649  1.3540338792     .0364084591 -1.2849111830  -.9284944021    -.4988236676  1.4599135245  1.5747568525    -.1224747549  -.2280915355  2.4570746135    -.3618067751   .0955275620 -1.3889493428   -1.4988196741   .7731360520   .5145168818
     .1088049820E+14     .9190484729E-13    1.7725195164   .3293512031  1.4556022286   -1.2796985631 -3.6507409648 -2.4008293748     .2536193604  -.9335527425 -1.0901195407    2.0503560777  1.3205226823   .8077127934    2.7911193843   .2004996701  1.2847159505    -.5853749042  -.3750542835  -.1790852547   -1.4361890083 -1.5182722644 -1.2174581885   -1.6127410655  1.5028850003 -1.5821276307    1.3081582064   .4853950902 -1.1038294435    -.8077685361   .8640958234  2.2549840808   -2.1467144017   .2940907641  1.2091373801    -.3072860663  1.4807800218   .5612969995
     .2609675079E+11     .3831563686E-10   -1.9290337215  -.0821640889   .7187424346    -.3491473446 -1.7185768882 -1.5972587423     .1217953910  -.7104214827  -.0226687746    -.3277342568  -.6959297458  1.8691459342    -.9148555050  -.8716907601 -1.2207459764   -1.3353235970 -1.3885335426 -1.3884829239     .0170705070  1.1917622884   .7624838992    1.7408864250  -.1181188027   .0509987517     .1272063007   .5022765001   .9732814475    1.6673624267   .7520089944  -.6174904661    1.1832499256  1.5830696424 -2.2402163030    -.0014765511  1.5563178857  2.7122107192
     .1897608050E+14     .5269648149E-13    2.9925633669  -.9281832469  1.1530519845   -1.2390035987  -.2646207367  -.4023279389    -.8425621986  1.2499463665 -1.1028867243    -.7055239677 -1.0566128385  1.3881769301   -2.2801956534  1.4138225424   .6808483722    2.4668701887  -.1530405474  -.8739227830    1.7197870016  -.8547155154  -.1510724304    2.4248989820 -1.5547667635  1.3887943150   -1.5359171629  1.2877144921 -3.0236540912     .9149211645  -.8018455398  1.8320158841   -1.8521854281  -.2109823250 -2.5495387195   -2.0636526942  1.8732841122  1.6605152013
     .6571961912E+15     .1521539915E-14   -1.2707294170 -2.5861611776   .9865631138     .1145250332 -1.8254406862   .4584902835    3.8465177547 -1.7604999952   .6914564234    -.5852842797 -1.6351645403 -1.9253622281   -1.0106280614   .2414590903   .9427377952    -.6510709990  -.9176102094 -1.2079242456     .6114059221  2.8825668879  1.8389770997    1.4884233009  1.6904422976   .9619297081     .2366892826  2.8160693236  1.1657522333   -1.9931045640  2.6905835457 -1.3222511995    -.6376865376   .1063404866 -1.4353793847    -.1490574349 -1.7025850229 -1.1549895990
     .1789661780E+13     .5587338179E-12    1.7099041119  1.0778385875 -2.1545444267   -1.3487897143  -.3718298795  1.3705442411    -.7521200404 -1.4208429577  1.8957876426    -.6889776215  -.0581434076   .0514509392    -.1666429266 -2.0247703316  1.0017458660     .0463180915  -.2174386355 -1.7242275017    2.7628367916 -1.9403340342  -.5357067126     .0430013910  -.3511833372  -.3322054284     .9966559485 -1.2213998558  1.6253859264    -.5971219763  3.5173204420  -.4027115839   -1.7813670859   .5508178947   .7266384227    -.2236969694  2.4599655149 -1.5221573847
     .1496660890E+14     .6680984047E-13   -1.6751492651  -.0081239045  -.9461724659   -1.8047454984 -2.8244183362  2.9268939594    -.4877970175  1.6963609159  -.1842181583     .3341716497  1.8065391481  -.5372280975     .5633854239  -.3251049817  -.1596157451    1.1880633204  -.8970015347   .8983595471    3.0989863245  2.1119581163  -.3821539780     .0885746448 -2.3393433392  -.1183085342   -2.5942600400  -.6822195351  1.3576572041    -.3289105029  1.2915239036 -1.6103194853    1.1997175782  1.9448914230  -.8261148830     .4179633825 -1.7750618756  -.4187793632
