PdfType: error
Format: lhagrid1
---
1.000000e-08 1.020900e-08 1.246930e-08 1.523000e-08 1.860190e-08 2.272050e-08 2.775080e-08 3.389490e-08 4.139940e-08 5.056530e-08 6.176060e-08 7.543460e-08 9.213600e-08 1.125350e-07 1.374510e-07 1.678830e-07 2.050520e-07 2.504520e-07 3.059020e-07 3.736300e-07 4.563530e-07 5.573900e-07 6.807980e-07 8.315290e-07 1.015630e-06 1.240500e-06 1.515140e-06 1.850600e-06 2.260330e-06 2.760770e-06 3.372020e-06 4.118590e-06 5.030460e-06 6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.227730e-02 1.499560e-02 1.831560e-02 2.237080e-02 2.732370e-02 3.337330e-02 4.076220e-02 4.978710e-02 6.081010e-02 7.427360e-02 9.071800e-02 1.108030e-01 1.353350e-01 1.446650e-01 1.546380e-01 1.652990e-01 1.766940e-01 1.888760e-01 2.018970e-01 2.158150e-01 2.306930e-01 2.465970e-01 2.635970e-01 2.817690e-01 3.011940e-01 3.219580e-01 3.441540e-01 3.678790e-01 3.932410e-01 4.203500e-01 4.493290e-01 4.803050e-01 5.134170e-01 5.488120e-01 5.611440e-01 5.737530e-01 5.866460e-01 5.998290e-01 6.133070e-01 6.270890e-01 6.411800e-01 6.555880e-01 6.703200e-01 6.853830e-01 7.007840e-01 7.165310e-01 7.326320e-01 7.490950e-01 7.659280e-01 7.831390e-01 8.007370e-01 8.187310e-01 8.248180e-01 8.309500e-01 8.371280e-01 8.433520e-01 8.496230e-01 8.559400e-01 8.623030e-01 8.687150e-01 8.751730e-01 8.816800e-01 8.882350e-01 8.948390e-01 9.014920e-01 9.081950e-01 9.149470e-01 9.217500e-01 9.286030e-01 9.355070e-01 9.424620e-01 9.494700e-01 9.565290e-01 9.636400e-01 9.708050e-01 9.780230e-01 9.852940e-01 9.926200e-01 1.000000e+00
1.300000e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
0.00000000e+00 0.00000000e+00 1.95703585e+00 2.63656846e+00 2.63670236e+00 2.63673180e+00 2.63662272e+00 1.95703585e+00 0.00000000e+00 0.00000000e+00 3.83039572e-03
0.00000000e+00 0.00000000e+00 2.24333282e+00 2.91623756e+00 2.91637055e+00 2.91641252e+00 2.91629957e+00 2.24333282e+00 0.00000000e+00 0.00000000e+00 6.70466446e-01
0.00000000e+00 2.81013483e-01 2.56692911e+00 3.23401095e+00 3.23415292e+00 3.23419489e+00 3.23408193e+00 2.56692911e+00 2.81013483e-01 0.00000000e+00 1.18538750e+00
0.00000000e+00 6.71245175e-01 2.93906289e+00 3.60065581e+00 3.60079777e+00 3.60083781e+00 3.60072679e+00 2.93906289e+00 6.71245175e-01 0.00000000e+00 2.85136348e+00
0.00000000e+00 1.12236572e+00 3.37299606e+00 4.02936321e+00 4.02950221e+00 4.02955716e+00 4.02943225e+00 3.37299606e+00 1.12236572e+00 0.00000000e+00 6.18050427e+00
0.00000000e+00 1.64910979e+00 3.88335001e+00 4.53472422e+00 4.53486721e+00 4.53491920e+00 4.53480624e+00 3.88335001e+00 1.64910979e+00 0.00000000e+00 1.17780557e+01
0.00000000e+00 2.26769763e+00 4.48621635e+00 5.13280548e+00 5.13295745e+00 5.13300944e+00 5.13289945e+00 4.48621635e+00 2.26769763e+00 0.00000000e+00 2.03443184e+01
0.00000000e+00 2.99558760e+00 5.19900429e+00 5.84099704e+00 5.84115800e+00 5.84121102e+00 5.84108805e+00 5.19900429e+00 2.99558760e+00 0.00000000e+00 3.26691786e+01
0.00000000e+00 3.85265277e+00 6.04151008e+00 6.67907344e+00 6.67922348e+00 6.67928445e+00 6.67916251e+00 6.04151008e+00 3.85265277e+00 0.00000000e+00 4.96480861e+01
0.00000000e+00 4.86021414e+00 7.03499785e+00 7.66827772e+00 7.66843072e+00 7.66848975e+00 7.66836678e+00 7.03499785e+00 4.86021414e+00 0.00000000e+00 7.22640538e+01
2.01508974e-01 6.17287486e+00 8.33271336e+00 8.96144287e+00 8.96160486e+00 8.96166686e+00 8.96154491e+00 8.33271336e+00 6.17287486e+00 2.01508974e-01 1.05144885e+02
1.79404574e+00 7.72410134e+00 9.86980205e+00 1.04941831e+01 1.04943910e+01 1.04945007e+01 1.04942822e+01 9.86980205e+00 7.72410134e+00 1.79404574e+00 1.43561907e+02
3.66350677e+00 9.55305001e+00 1.16848800e+01 1.23050983e+01 1.23053081e+01 1.23054160e+01 1.23051974e+01 1.16848800e+01 9.55305001e+00 3.66350677e+00 1.92505715e+02
5.85330889e+00 1.17031318e+01 1.38214295e+01 1.44375648e+01 1.44377579e+01 1.44377640e+01 1.44376650e+01 1.38214295e+01 1.17031318e+01 5.85330889e+00 2.53820321e+02
8.41316475e+00 1.42240227e+01 1.63290977e+01 1.69411165e+01 1.69413464e+01 1.69413167e+01 1.69412166e+01 1.63290977e+01 1.42240227e+01 8.41316475e+00 3.29563416e+02
1.13985418e+01 1.71711679e+01 1.92631534e+01 1.98712785e+01 1.98713786e+01 1.98714787e+01 1.98713786e+01 1.92631534e+01 1.71711679e+01 1.13985418e+01 4.22013963e+02
1.48690523e+01 2.06040274e+01 2.26831834e+01 2.32873217e+01 2.32875220e+01 2.32876118e+01 2.32873922e+01 2.26831834e+01 2.06040274e+01 1.48690523e+01 5.33592364e+02
1.88932188e+01 2.45911455e+01 2.66576888e+01 2.72580294e+01 2.72581296e+01 2.72582297e+01 2.72581296e+01 2.66576888e+01 2.45911455e+01 1.88932188e+01 6.67028272e+02
2.35433758e+01 2.92046012e+01 3.12587645e+01 3.18552980e+01 3.18555279e+01 3.18556177e+01 3.18555279e+01 3.12587645e+01 2.92046012e+01 2.35433758e+01 8.25169142e+02
2.89014579e+01 3.45266402e+01 3.65686030e+01 3.71614693e+01 3.71616889e+01 3.71617890e+01 3.71615695e+01 3.65686030e+01 3.45266402e+01 2.89014579e+01 1.01117878e+03
3.50576091e+01 4.06472701e+01 4.26772598e+01 4.32664480e+01 4.32665287e+01 4.32666288e+01 4.32665287e+01 4.26772598e+01 4.06472701e+01 3.50576091e+01 1.22846967e+03
4.21065560e+01 4.76611035e+01 4.96792123e+01 5.02648038e+01 5.02649937e+01 5.02650938e+01 5.02649937e+01 4.96792123e+01 4.76611035e+01 4.21065560e+01 1.48059353e+03
5.01570713e+01 5.56770271e+01 5.76833037e+01 5.82653172e+01 5.82655368e+01 5.82656369e+01 5.82655368e+01 5.76833037e+01 5.56770271e+01 5.01570713e+01 1.77148566e+03
5.93206405e+01 6.48062822e+01 6.68011274e+01 6.73796534e+01 6.73798730e+01 6.73799731e+01 6.73797535e+01 6.68011274e+01 6.48062822e+01 5.93206405e+01 2.10518937e+03
6.97234766e+01 7.51752538e+01 7.71587278e+01 7.77336571e+01 7.77338471e+01 7.77339472e+01 7.77338470e+01 7.71587278e+01 7.51752538e+01 6.97234766e+01 2.48611803e+03
8.15027152e+01 8.69210203e+01 8.88931117e+01 8.94646426e+01 8.94648428e+01 8.94649429e+01 8.94648428e+01 8.88931117e+01 8.69210203e+01 8.15027152e+01 2.91900475e+03
9.47986963e+01 1.00183916e+02 1.02144836e+02 1.02713259e+02 1.02713210e+02 1.02713190e+02 1.02713210e+02 1.02144836e+02 1.00183916e+02 9.47986963e+01 3.40861585e+03
1.09773728e+02 1.15125628e+02 1.17076301e+02 1.17640857e+02 1.17640818e+02 1.17640799e+02 1.17640818e+02 1.17076301e+02 1.15125628e+02 1.09773728e+02 3.96031099e+03
1.26588235e+02 1.31908495e+02 1.33846644e+02 1.34408153e+02 1.34408163e+02 1.34409368e+02 1.34408173e+02 1.33846644e+02 1.31908495e+02 1.26588235e+02 4.57929952e+03
1.45426492e+02 1.50713860e+02 1.52641864e+02 1.53200472e+02 1.53200493e+02 1.53200207e+02 1.53200493e+02 1.52641864e+02 1.50713860e+02 1.45426492e+02 5.27144888e+03
1.66483018e+02 1.71738722e+02 1.73655562e+02 1.74210963e+02 1.74210666e+02 1.74210769e+02 1.74210769e+02 1.73655562e+02 1.71738722e+02 1.66483018e+02 6.04287155e+03
